row_number,transction_year,transction_month,province_name_th,province_name_en,district_name_th,district_name_en,propertytype_name_th,propertytype_name_en,volume_of_project,interest,day
442,2020,2,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,บ้าน,Detached House,38,996,2023-08-31
2358,2022,10,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,10,26,2023-08-31
2337,2021,7,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,ทาวน์โฮม,Townhome,37,566,2023-08-31
726,2020,6,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,คอนโด,Condo,34,1027,2023-08-31
2173,2022,8,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,33,232,2023-08-31
206,2022,5,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,ทาวน์โฮม,Townhome,51,355,2023-08-31
2203,2021,3,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,คอนโด,Condo,26,506,2023-08-31
600,2019,6,กรุงเทพมหานคร,Bangkok,สาทร,SATHON,คอนโด,Condo,37,161,2023-08-31
1356,2022,1,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,ทาวน์โฮม,Townhome,18,98,2023-08-31
1436,2020,3,กรุงเทพมหานคร,Bangkok,บางซื่อ,BANG SUE,คอนโด,Condo,43,455,2023-08-31
642,2020,3,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,ทาวน์โฮม,Townhome,173,3221,2023-08-31
2296,2021,12,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,บ้านแฝด,Twin house,38,326,2023-08-31
1959,2021,8,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้านแฝด,Twin house,57,898,2023-08-31
1435,2022,10,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้าน,Detached House,31,292,2023-08-31
1351,2020,1,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,อาคารพาณิชย์,Commercial,42,660,2023-08-31
489,2020,5,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,ทาวน์โฮม,Townhome,42,797,2023-08-31
1438,2019,8,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,บ้าน,Detached House,49,554,2023-08-31
1958,2020,2,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,โฮมออฟฟิศ,Home office,12,30,2023-08-31
31,2021,1,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,คอนโด,Condo,17,55,2023-08-31
1581,2020,1,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,ทาวน์โฮม,Townhome,55,1442,2023-08-31
480,2022,9,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,16,320,2023-08-31
2007,2021,3,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,36,228,2023-08-31
346,2021,12,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,52,597,2023-08-31
582,2020,1,กรุงเทพมหานคร,Bangkok,บางคอแหลม,BANG KHO LAEM,ทาวน์โฮม,Townhome,19,62,2023-08-31
377,2020,1,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,ทาวน์โฮม,Townhome,10,25,2023-08-31
800,2022,6,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,ทาวน์โฮม,Townhome,17,68,2023-08-31
1315,2020,1,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,โฮมออฟฟิศ,Home office,26,91,2023-08-31
2077,2020,9,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,บ้าน,Detached House,63,781,2023-08-31
1739,2019,11,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้าน,Detached House,18,63,2023-08-31
1184,2021,10,ปทุมธานี,Pathum Thani,สามโคก,SAM KHOK,ทาวน์โฮม,Townhome,26,1034,2023-08-31
1562,2019,4,นครปฐม,Nakhon Pathom,กำแพงแสน,KAMPHAENG SAEN,คอนโด,Condo,17,76,2023-08-31
2255,2022,7,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,คอนโด,Condo,22,829,2023-08-31
1858,2020,1,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้านแฝด,Twin house,120,972,2023-08-31
737,2022,6,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,80,973,2023-08-31
711,2020,4,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,โฮมออฟฟิศ,Home office,12,23,2023-08-31
9,2019,8,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,38,187,2023-08-31
2199,2022,7,นครปฐม,Nakhon Pathom,บางเลน,BANG LEN,ทาวน์โฮม,Townhome,9,64,2023-08-31
1002,2020,5,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,คอนโด,Condo,14,24,2023-08-31
1459,2020,1,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,อาคารพาณิชย์,Commercial,16,258,2023-08-31
2349,2020,6,กรุงเทพมหานคร,Bangkok,บางรัก,BANG RAK,คอนโด,Condo,63,138,2023-08-31
1579,2019,9,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,10,15,2023-08-31
223,2022,5,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้าน,Detached House,17,212,2023-08-31
1634,2019,9,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,ทาวน์โฮม,Townhome,37,556,2023-08-31
1721,2021,11,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,โกดัง / โรงงาน,Warehouse / Factory,21,78,2023-08-31
164,2020,6,กรุงเทพมหานคร,Bangkok,บางคอแหลม,BANG KHO LAEM,ทาวน์โฮม,Townhome,27,84,2023-08-31
544,2020,3,นครปฐม,Nakhon Pathom,พุทธมณฑล,PHUTTHAMONTHON,ทาวน์โฮม,Townhome,60,1193,2023-08-31
993,2020,4,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,ทาวน์โฮม,Townhome,37,328,2023-08-31
2198,2019,9,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,บ้าน,Detached House,51,747,2023-08-31
2184,2019,6,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,คอนโด,Condo,17,83,2023-08-31
1990,2020,1,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,บ้าน,Detached House,187,2223,2023-08-31
1330,2020,3,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,คอนโด,Condo,199,1674,2023-08-31
1528,2022,1,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,คอนโด,Condo,29,81,2023-08-31
861,2021,3,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,56,648,2023-08-31
2340,2022,6,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้านแฝด,Twin house,12,455,2023-08-31
967,2019,6,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,ทาวน์โฮม,Townhome,35,359,2023-08-31
134,2019,7,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,คอนโด,Condo,86,627,2023-08-31
86,2019,5,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,บ้าน,Detached House,14,1354,2023-08-31
313,2020,4,ปทุมธานี,Pathum Thani,ลาดหลุมแก้ว,LAT LUM KAEO,ทาวน์โฮม,Townhome,76,1028,2023-08-31
1956,2022,3,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,บ้านแฝด,Twin house,19,127,2023-08-31
158,2022,12,กรุงเทพมหานคร,Bangkok,ดินแดง,DIN DAENG,ทาวน์โฮม,Townhome,3,20,2023-08-31
2028,2019,6,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,ทาวน์โฮม,Townhome,37,108,2023-08-31
429,2021,5,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,โฮมออฟฟิศ,Home office,20,74,2023-08-31
1034,2019,3,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,45,447,2023-08-31
798,2019,5,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,26,385,2023-08-31
657,2022,12,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,ทาวน์โฮม,Townhome,12,72,2023-08-31
432,2019,5,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,45,336,2023-08-31
1093,2021,3,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้านแฝด,Twin house,53,787,2023-08-31
1601,2021,3,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,ทาวน์โฮม,Townhome,22,238,2023-08-31
122,2022,11,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,9,37,2023-08-31
388,2022,4,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,อาคารพาณิชย์,Commercial,25,435,2023-08-31
498,2022,9,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,ทาวน์โฮม,Townhome,14,31,2023-08-31
2157,2022,9,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,ทาวน์โฮม,Townhome,11,116,2023-08-31
2309,2019,11,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,บ้าน,Detached House,41,821,2023-08-31
705,2020,7,นนทบุรี,Nonthaburi,ไทรน้อย,SAI NOI,บ้าน,Detached House,53,4454,2023-08-31
1936,2019,8,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,107,4787,2023-08-31
1839,2021,8,กรุงเทพมหานคร,Bangkok,ทวีวัฒนา,THAWI WATTHANA,บ้าน,Detached House,14,882,2023-08-31
762,2019,11,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,RAT BURANA,ทาวน์โฮม,Townhome,41,454,2023-08-31
2240,2020,1,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,คอนโด,Condo,41,270,2023-08-31
1188,2020,3,กรุงเทพมหานคร,Bangkok,คลองสาน,KHLONG SAN,คอนโด,Condo,37,123,2023-08-31
1150,2021,11,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้านแฝด,Twin house,48,338,2023-08-31
1032,2022,10,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้าน,Detached House,8,122,2023-08-31
1713,2021,9,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,บ้าน,Detached House,19,79,2023-08-31
761,2020,3,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,โฮมออฟฟิศ,Home office,24,501,2023-08-31
696,2019,6,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,บ้าน,Detached House,131,2536,2023-08-31
1982,2020,1,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,ทาวน์โฮม,Townhome,160,2038,2023-08-31
1049,2020,3,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้าน,Detached House,22,66,2023-08-31
2227,2019,11,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,บ้าน,Detached House,40,459,2023-08-31
1570,2021,6,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,ทาวน์โฮม,Townhome,25,105,2023-08-31
283,2019,10,นนทบุรี,Nonthaburi,ไทรน้อย,SAI NOI,อาคารพาณิชย์,Commercial,49,468,2023-08-31
2163,2020,3,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,อาคารพาณิชย์,Commercial,55,1779,2023-08-31
2033,2022,5,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,ทาวน์โฮม,Townhome,26,323,2023-08-31
2308,2019,4,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้าน,Detached House,72,816,2023-08-31
187,2020,1,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,158,1104,2023-08-31
1425,2021,3,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้าน,Detached House,36,206,2023-08-31
826,2019,9,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,อาคารพาณิชย์,Commercial,37,296,2023-08-31
1393,2022,2,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,ทาวน์โฮม,Townhome,12,305,2023-08-31
2063,2020,5,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,ทาวน์โฮม,Townhome,44,526,2023-08-31
1883,2022,4,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,25,435,2023-08-31
263,2019,9,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,คอนโด,Condo,32,139,2023-08-31
729,2020,11,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,คอนโด,Condo,61,201,2023-08-31
1606,2022,1,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,26,170,2023-08-31
1346,2019,5,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,ทาวน์โฮม,Townhome,39,308,2023-08-31
2062,2019,9,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,บ้าน,Detached House,32,88,2023-08-31
1642,2021,10,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,บ้าน,Detached House,8,15,2023-08-31
1981,2022,11,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,10,62,2023-08-31
983,2020,6,กรุงเทพมหานคร,Bangkok,จอมทอง,CHOM THONG,คอนโด,Condo,19,53,2023-08-31
2128,2020,6,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,ทาวน์โฮม,Townhome,15,96,2023-08-31
1187,2019,7,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,130,5209,2023-08-31
124,2022,4,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,บ้านแฝด,Twin house,14,40,2023-08-31
1978,2021,12,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,18,25,2023-08-31
2158,2020,1,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,ทาวน์โฮม,Townhome,52,631,2023-08-31
271,2020,1,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,57,219,2023-08-31
300,2020,3,กรุงเทพมหานคร,Bangkok,ราชเทวี,RATCHATHEWI,คอนโด,Condo,33,75,2023-08-31
1012,2019,5,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,13,552,2023-08-31
1947,2020,4,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,โฮมออฟฟิศ,Home office,8,11,2023-08-31
1635,2022,5,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,คอนโด,Condo,8,16,2023-08-31
1352,2020,5,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,บ้านแฝด,Twin house,90,1941,2023-08-31
2045,2022,9,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,34,540,2023-08-31
540,2019,7,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,อาคารพาณิชย์,Commercial,35,914,2023-08-31
311,2019,9,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,51,355,2023-08-31
1691,2021,5,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,21,90,2023-08-31
4,2020,2,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,63,372,2023-08-31
862,2022,9,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้านแฝด,Twin house,9,223,2023-08-31
1665,2020,9,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,คอนโด,Condo,36,94,2023-08-31
25,2020,11,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,บ้าน,Detached House,94,779,2023-08-31
98,2019,6,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,บ้าน,Detached House,14,104,2023-08-31
689,2020,3,นครปฐม,Nakhon Pathom,พุทธมณฑล,PHUTTHAMONTHON,บ้าน,Detached House,39,1120,2023-08-31
2243,2021,12,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้านแฝด,Twin house,47,519,2023-08-31
2130,2020,5,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,คอนโด,Condo,25,201,2023-08-31
162,2022,5,กรุงเทพมหานคร,Bangkok,ดินแดง,DIN DAENG,คอนโด,Condo,17,102,2023-08-31
1472,2021,3,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,77,1041,2023-08-31
502,2019,9,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,คอนโด,Condo,24,65,2023-08-31
1504,2020,5,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,89,1056,2023-08-31
481,2020,5,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้าน,Detached House,60,698,2023-08-31
324,2021,12,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,บ้านแฝด,Twin house,112,1758,2023-08-31
965,2019,6,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,ทาวน์โฮม,Townhome,323,3920,2023-08-31
2110,2019,6,กรุงเทพมหานคร,Bangkok,คลองเตย,KHLONG TOEI,ทาวน์โฮม,Townhome,12,85,2023-08-31
1545,2019,6,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,ทาวน์โฮม,Townhome,35,177,2023-08-31
898,2019,10,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,โฮมออฟฟิศ,Home office,56,917,2023-08-31
1118,2022,8,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้าน,Detached House,9,65,2023-08-31
1279,2022,5,นครปฐม,Nakhon Pathom,กำแพงแสน,KAMPHAENG SAEN,ทาวน์โฮม,Townhome,35,243,2023-08-31
1386,2019,7,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้าน,Detached House,101,871,2023-08-31
2180,2020,6,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,39,1994,2023-08-31
2065,2020,1,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,คอนโด,Condo,9,17,2023-08-31
569,2019,8,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,ทาวน์โฮม,Townhome,32,157,2023-08-31
1655,2019,6,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,บ้าน,Detached House,31,593,2023-08-31
2,2021,9,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,ทาวน์โฮม,Townhome,9,27,2023-08-31
1511,2020,9,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,44,614,2023-08-31
5,2022,7,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,บ้านแฝด,Twin house,35,677,2023-08-31
1260,2019,8,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,คอนโด,Condo,8,16,2023-08-31
855,2019,7,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,บ้านแฝด,Twin house,15,127,2023-08-31
267,2019,10,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,ทาวน์โฮม,Townhome,23,156,2023-08-31
1840,2021,9,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,11,23,2023-08-31
138,2019,4,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,20,71,2023-08-31
1207,2022,3,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,ทาวน์โฮม,Townhome,25,846,2023-08-31
1313,2020,5,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,ทาวน์โฮม,Townhome,65,1472,2023-08-31
1590,2022,7,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,บ้าน,Detached House,28,536,2023-08-31
48,2020,9,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,คอนโด,Condo,28,99,2023-08-31
1697,2019,10,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,ทาวน์โฮม,Townhome,75,1622,2023-08-31
2250,2020,6,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,ทาวน์โฮม,Townhome,75,2167,2023-08-31
1307,2021,10,กรุงเทพมหานคร,Bangkok,ตลิ่งชัน,TALING CHAN,ทาวน์โฮม,Townhome,51,961,2023-08-31
427,2020,6,กรุงเทพมหานคร,Bangkok,บางพลัด,BANG PHLAT,คอนโด,Condo,41,157,2023-08-31
710,2020,9,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,ทาวน์โฮม,Townhome,26,396,2023-08-31
149,2022,7,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้าน,Detached House,20,138,2023-08-31
1449,2022,1,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,67,381,2023-08-31
179,2020,5,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,ทาวน์โฮม,Townhome,38,302,2023-08-31
1810,2019,2,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,57,263,2023-08-31
2167,2021,10,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,บ้าน,Detached House,26,877,2023-08-31
1455,2021,8,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,บ้าน,Detached House,16,101,2023-08-31
526,2020,1,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,บ้านแฝด,Twin house,38,271,2023-08-31
331,2021,8,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,ทาวน์โฮม,Townhome,26,420,2023-08-31
1379,2022,8,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,ทาวน์โฮม,Townhome,11,53,2023-08-31
1710,2019,6,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,ทาวน์โฮม,Townhome,54,653,2023-08-31
2040,2020,5,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,148,1002,2023-08-31
588,2019,7,กรุงเทพมหานคร,Bangkok,บางซื่อ,BANG SUE,บ้าน,Detached House,15,50,2023-08-31
362,2019,12,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,ทาวน์โฮม,Townhome,16,67,2023-08-31
1210,2020,11,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,บ้าน,Detached House,56,345,2023-08-31
2116,2022,9,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,ทาวน์โฮม,Townhome,25,2696,2023-08-31
215,2019,11,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,บ้าน,Detached House,115,1231,2023-08-31
598,2020,11,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,40,608,2023-08-31
66,2019,7,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้านแฝด,Twin house,15,87,2023-08-31
1614,2020,7,นนทบุรี,Nonthaburi,ไทรน้อย,SAI NOI,ทาวน์โฮม,Townhome,53,4454,2023-08-31
1770,2020,1,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,37,444,2023-08-31
1802,2019,12,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,บ้าน,Detached House,54,829,2023-08-31
2148,2022,12,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,บ้าน,Detached House,14,101,2023-08-31
1812,2020,11,กรุงเทพมหานคร,Bangkok,สาทร,SATHON,คอนโด,Condo,36,180,2023-08-31
1151,2022,10,สมุทรสาคร,Samut Sakhon,กระทุ่มแบน,KRATHUM BAEN,คอนโด,Condo,8,162,2023-08-31
963,2020,3,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,คอนโด,Condo,76,247,2023-08-31
1416,2021,11,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,คอนโด,Condo,8,16,2023-08-31
590,2020,5,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้าน,Detached House,39,367,2023-08-31
1297,2021,12,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,73,318,2023-08-31
52,2019,6,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,บ้าน,Detached House,9,12,2023-08-31
1454,2022,7,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,คอนโด,Condo,14,49,2023-08-31
895,2020,5,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,บ้าน,Detached House,16,61,2023-08-31
1888,2019,2,นนทบุรี,Nonthaburi,ไทรน้อย,SAI NOI,ทาวน์โฮม,Townhome,138,2410,2023-08-31
50,2021,10,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,ทาวน์โฮม,Townhome,35,199,2023-08-31
830,2020,3,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,โฮมออฟฟิศ,Home office,23,99,2023-08-31
1348,2020,2,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,บ้าน,Detached House,53,209,2023-08-31
1153,2020,1,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,162,1584,2023-08-31
1753,2019,7,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,คอนโด,Condo,30,148,2023-08-31
558,2021,9,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,คอนโด,Condo,26,961,2023-08-31
261,2020,11,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,14,51,2023-08-31
944,2021,3,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,24,204,2023-08-31
1413,2022,8,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,15,64,2023-08-31
