row_number,subdistrict_id,subdistrict_name_en,subdistrict_name_th,district_id,district_name_en,district_name_th,province_id,province_name_en,province_name_th,walk_leisure,walk_public_service,walk_school,walk_shopping,walk_work,walk_total,access_boat,access_bus,access_train,access_total,drive_leisure,drive_public_service,drive_school,drive_shopping,drive_work,drive_total,source,day
112,3935,PAK KHLONG PHASI CHAROEN,ปากคลองภาษีเจริญ,3928,PHASI CHAROEN,ภาษีเจริญ,3781,Bangkok,กรุงเทพมหานคร,93.0,98.0,93.0,98.0,100.0,96.0,100.0,92.0,4.0,77.0,99.0,69.0,100.0,81.0,98.0,87.0,baania,2023-08-31
143,3882,BANG PHLAT,บางพลัด,3881,BANG PHLAT,บางพลัด,3781,Bangkok,กรุงเทพมหานคร,90.0,100.0,90.0,100.0,100.0,97.0,7.0,100.0,100.0,63.0,98.0,76.0,100.0,99.0,99.0,96.0,baania,2023-08-31
179,3895,NUAN CHAN,นวลจันทร์,3892,BUENG KUM,บึงกุ่ม,3781,Bangkok,กรุงเทพมหานคร,93.0,97.0,93.0,100.0,100.0,98.0,1.0,97.0,1.0,39.0,99.0,66.0,100.0,93.0,98.0,93.0,baania,2023-08-31
45,3423,THA IT,ท่าอิฐ,3418,PAK KRET,ปากเกร็ด,3372,Nonthaburi,นนทบุรี,74.0,98.0,61.0,100.0,99.0,90.0,90.0,98.0,67.0,89.0,96.0,100.0,97.0,100.0,100.0,99.0,baania,2023-08-31
309,3718,HUAI PHRA,ห้วยพระ,3710,DON TUM,ดอนตูม,3667,Nakhon Pathom,นครปฐม,1.0,20.0,1.0,100.0,100.0,62.0,0.0,1.0,0.0,0.0,18.0,100.0,91.0,100.0,100.0,83.0,baania,2023-08-31
201,3795,SAM WA TAWAN TOK,สามวาตะวันตก,3791,KHLONG SAM WA,คลองสามวา,3781,Bangkok,กรุงเทพมหานคร,74.0,85.0,74.0,96.0,96.0,88.0,1.0,7.0,1.0,3.0,91.0,34.0,96.0,70.0,65.0,73.0,baania,2023-08-31
237,3723,NGIO RAI,งิ้วราย,3719,NAKHON CHAI SI,นครชัยศรี,3667,Nakhon Pathom,นครปฐม,1.0,1.0,1.0,20.0,100.0,20.0,0.0,1.0,0.0,0.0,82.0,91.0,91.0,100.0,100.0,95.0,baania,2023-08-31
240,3601,BANG KADI,บางกะดี,3600,MUEANG PATHUM THANI,เมืองปทุมธานี,3599,Pathum Thani,ปทุมธานี,87.0,89.0,89.0,100.0,100.0,95.0,0.0,99.0,0.0,40.0,100.0,100.0,98.0,99.0,99.0,99.0,baania,2023-08-31
246,3664,BUENG BA,บึงบา,3659,NONG SUEA,หนองเสือ,3599,Pathum Thani,ปทุมธานี,55.0,36.0,45.0,93.0,78.0,73.0,0.0,1.0,0.0,0.0,99.0,98.0,91.0,94.0,88.0,95.0,baania,2023-08-31
99,3852,ARUN AMMARIN,อรุณอมรินทร์,3847,BANGKOK NOI,บางกอกน้อย,3781,Bangkok,กรุงเทพมหานคร,100.0,99.0,100.0,100.0,100.0,100.0,1.0,100.0,88.0,58.0,100.0,70.0,100.0,100.0,91.0,96.0,baania,2023-08-31
168,3693,HUAI CHORAKHE,ห้วยจรเข้,3668,MUEANG NAKHON PATHOM,เมืองนครปฐม,3667,Nakhon Pathom,นครปฐม,56.0,9.0,60.0,100.0,84.0,76.0,0.0,1.0,0.0,0.0,96.0,87.0,91.0,100.0,100.0,97.0,baania,2023-08-31
108,3982,SAI MAI,สายไหม,3981,SAI MAI,สายไหม,3781,Bangkok,กรุงเทพมหานคร,70.0,97.0,70.0,100.0,99.0,90.0,1.0,84.0,1.0,34.0,97.0,50.0,97.0,84.0,80.0,84.0,baania,2023-08-31
234,3505,BANG PU MAI,บางปูใหม่,3499,MUEANG SAMUT PRAKAN,เมืองสมุทรปราการ,3498,Samut Prakan,สมุทรปราการ,95.0,96.0,82.0,98.0,99.0,96.0,1.0,6.0,0.0,3.0,100.0,100.0,97.0,100.0,100.0,100.0,baania,2023-08-31
221,3819,THANON NAKHON CHAISI,ถนนนครไชยศรี,3817,DUSIT,ดุสิต,3781,Bangkok,กรุงเทพมหานคร,96.0,100.0,96.0,100.0,100.0,99.0,84.0,98.0,99.0,93.0,100.0,88.0,100.0,98.0,96.0,97.0,baania,2023-08-31
21,3962,KHLONG CHAOKHUN SING,คลองเจ้าคุณสิงห์,3960,WANG THONGLANG,วังทองหลาง,3781,Bangkok,กรุงเทพมหานคร,92.0,95.0,92.0,100.0,100.0,97.0,1.0,98.0,64.0,52.0,98.0,65.0,100.0,94.0,93.0,92.0,baania,2023-08-31
85,3798,KHAN NA YAO,คันนายาว,3797,KHAN NA YAO,คันนายาว,3781,Bangkok,กรุงเทพมหานคร,92.0,96.0,92.0,96.0,100.0,95.0,1.0,93.0,1.0,38.0,96.0,65.0,99.0,87.0,92.0,88.0,baania,2023-08-31
3,4002,BANG KAPI,บางกะปิ,4000,HUAI KHWANG,ห้วยขวาง,3781,Bangkok,กรุงเทพมหานคร,99.0,100.0,99.0,99.0,100.0,99.0,100.0,97.0,100.0,99.0,100.0,75.0,100.0,94.0,93.0,94.0,baania,2023-08-31
278,3841,TALAT PHLU,ตลาดพลู,3839,THON BURI,ธนบุรี,3781,Bangkok,กรุงเทพมหานคร,95.0,100.0,95.0,100.0,100.0,99.0,100.0,99.0,89.0,97.0,100.0,78.0,100.0,99.0,98.0,97.0,baania,2023-08-31
176,3777,YAI CHA,ยายชา,3764,SAM PHRAN,สามพราน,3667,Nakhon Pathom,นครปฐม,62.0,20.0,68.0,100.0,100.0,81.0,0.0,100.0,0.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
250,3689,SAM KHWAI PHUEAK,สามควายเผือก,3668,MUEANG NAKHON PATHOM,เมืองนครปฐม,3667,Nakhon Pathom,นครปฐม,1.0,1.0,1.0,100.0,40.0,54.0,0.0,1.0,0.0,0.0,82.0,91.0,82.0,100.0,100.0,94.0,baania,2023-08-31
75,3639,LAM LUK KA,ลำลูกกา,3638,LAM LUK KA,ลำลูกกา,3599,Pathum Thani,ปทุมธานี,92.0,92.0,88.0,100.0,100.0,96.0,0.0,66.0,0.0,26.0,100.0,100.0,100.0,100.0,99.0,100.0,baania,2023-08-31
169,3848,BANG KHUN NON,บางขุนนนท์,3847,BANGKOK NOI,บางกอกน้อย,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,1.0,92.0,83.0,54.0,100.0,85.0,100.0,85.0,95.0,91.0,baania,2023-08-31
331,3398,PLAI BANG,ปลายบาง,3392,BANG KRUAI,บางกรวย,3372,Nonthaburi,นนทบุรี,72.0,89.0,71.0,99.0,99.0,90.0,1.0,97.0,1.0,40.0,94.0,99.0,99.0,100.0,100.0,99.0,baania,2023-08-31
90,3527,RACHA THEWA,ราชาเทวะ,3522,BANG PHLI,บางพลี,3498,Samut Prakan,สมุทรปราการ,79.0,66.0,55.0,83.0,94.0,79.0,35.0,89.0,0.0,49.0,92.0,90.0,80.0,95.0,99.0,93.0,baania,2023-08-31
342,3605,BANG PROK,บางปรอก,3600,MUEANG PATHUM THANI,เมืองปทุมธานี,3599,Pathum Thani,ปทุมธานี,96.0,80.0,87.0,100.0,100.0,96.0,0.0,99.0,0.0,40.0,100.0,100.0,99.0,100.0,98.0,100.0,baania,2023-08-31
338,3813,SANAM BIN,สนามบิน,3811,DON MUEANG,ดอนเมือง,3781,Bangkok,กรุงเทพมหานคร,99.0,100.0,99.0,100.0,100.0,100.0,1.0,92.0,1.0,37.0,100.0,76.0,100.0,81.0,94.0,87.0,baania,2023-08-31
155,3511,PHRAEKSA MAI,แพรกษาใหม่,3499,MUEANG SAMUT PRAKAN,เมืองสมุทรปราการ,3498,Samut Prakan,สมุทรปราการ,84.0,82.0,83.0,97.0,99.0,92.0,1.0,33.0,0.0,14.0,99.0,99.0,98.0,100.0,100.0,99.0,baania,2023-08-31
344,3807,CHOM THONG,จอมทอง,3806,CHOM THONG,จอมทอง,3781,Bangkok,กรุงเทพมหานคร,82.0,98.0,82.0,98.0,99.0,93.0,65.0,90.0,60.0,74.0,99.0,76.0,99.0,86.0,91.0,90.0,baania,2023-08-31
163,3818,DUSIT,ดุสิต,3817,DUSIT,ดุสิต,3781,Bangkok,กรุงเทพมหานคร,90.0,100.0,90.0,100.0,100.0,97.0,72.0,96.0,100.0,87.0,100.0,90.0,100.0,95.0,90.0,96.0,baania,2023-08-31
211,3666,NONG SAM WANG,หนองสามวัง,3659,NONG SUEA,หนองเสือ,3599,Pathum Thani,ปทุมธานี,1.0,1.0,1.0,80.0,1.0,41.0,0.0,1.0,0.0,0.0,100.0,45.0,55.0,91.0,18.0,77.0,baania,2023-08-31
87,20616,PHAYA THAI,พญาไท,3911,PHAYA THAI,พญาไท,3781,Bangkok,กรุงเทพมหานคร,70.0,100.0,70.0,100.0,100.0,91.0,100.0,96.0,75.0,94.0,100.0,90.0,100.0,95.0,100.0,97.0,baania,2023-08-31
310,3837,THUNG KHRU,ทุ่งครุ,3836,THUNG KHRU,ทุ่งครุ,3781,Bangkok,กรุงเทพมหานคร,80.0,78.0,80.0,95.0,95.0,89.0,1.0,88.0,1.0,36.0,95.0,56.0,98.0,87.0,73.0,85.0,baania,2023-08-31
252,3397,BANG SI THONG,บางสีทอง,3392,BANG KRUAI,บางกรวย,3372,Nonthaburi,นนทบุรี,99.0,99.0,99.0,99.0,100.0,99.0,2.0,100.0,95.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
97,3523,BANG PHLI YAI,บางพลีใหญ่,3522,BANG PHLI,บางพลี,3498,Samut Prakan,สมุทรปราการ,88.0,83.0,63.0,99.0,100.0,91.0,1.0,94.0,0.0,38.0,99.0,97.0,93.0,100.0,100.0,99.0,baania,2023-08-31
187,3964,SAPHAN SONG,สะพานสอง,3960,WANG THONGLANG,วังทองหลาง,3781,Bangkok,กรุงเทพมหานคร,89.0,100.0,89.0,100.0,100.0,97.0,50.0,96.0,32.0,65.0,100.0,76.0,100.0,95.0,100.0,95.0,baania,2023-08-31
230,3867,WAT PHRAYA KRAI,วัดพระยาไกร,3865,BANG KHO LAEM,บางคอแหลม,3781,Bangkok,กรุงเทพมหานคร,97.0,100.0,97.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,81.0,100.0,96.0,100.0,96.0,baania,2023-08-31
71,3429,PAK KRET,ปากเกร็ด,3418,PAK KRET,ปากเกร็ด,3372,Nonthaburi,นนทบุรี,95.0,99.0,97.0,100.0,99.0,98.0,1.0,100.0,92.0,58.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
236,3521,PRENG,เปร็ง,3513,BANG BO,บางบ่อ,3498,Samut Prakan,สมุทรปราการ,60.0,40.0,100.0,100.0,100.0,86.0,1.0,1.0,0.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
215,3642,BUENG KHAM PHROI,บึงคำพร้อย,3638,LAM LUK KA,ลำลูกกา,3599,Pathum Thani,ปทุมธานี,85.0,60.0,90.0,94.0,97.0,89.0,0.0,93.0,0.0,37.0,99.0,100.0,99.0,99.0,91.0,98.0,baania,2023-08-31
145,3840,DAO KHANONG,ดาวคะนอง,3839,THON BURI,ธนบุรี,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,99.0,100.0,97.0,baania,2023-08-31
174,3629,LAM PHAK KUT,ลำผักกูด,3623,THANYABURI,ธัญบุรี,3599,Pathum Thani,ปทุมธานี,93.0,83.0,87.0,100.0,97.0,95.0,0.0,17.0,0.0,7.0,100.0,100.0,100.0,100.0,98.0,100.0,baania,2023-08-31
238,3375,THA SAI,ท่าทราย,3373,MUEANG NONTHABURI,เมืองนนทบุรี,3372,Nonthaburi,นนทบุรี,90.0,96.0,82.0,97.0,97.0,94.0,84.0,100.0,54.0,84.0,100.0,100.0,99.0,100.0,100.0,100.0,baania,2023-08-31
49,3864,ANUSAWARI,อนุสาวรีย์,3862,BANG KHEN,บางเขน,3781,Bangkok,กรุงเทพมหานคร,90.0,99.0,90.0,100.0,100.0,97.0,1.0,99.0,1.0,40.0,99.0,76.0,100.0,98.0,97.0,96.0,baania,2023-08-31
25,3803,CHANTHARAKASEM,จันทรเกษม,3800,CHATUCHAK,จตุจักร,3781,Bangkok,กรุงเทพมหานคร,88.0,96.0,88.0,99.0,100.0,95.0,94.0,97.0,1.0,77.0,99.0,70.0,100.0,93.0,98.0,93.0,baania,2023-08-31
136,3404,BANG BUA THONG,บางบัวทอง,3402,BANG BUA THONG,บางบัวทอง,3372,Nonthaburi,นนทบุรี,79.0,95.0,63.0,97.0,98.0,90.0,28.0,97.0,1.0,50.0,98.0,99.0,95.0,100.0,100.0,99.0,baania,2023-08-31
255,3940,CHONG NONSI,ช่องนนทรี,3939,YAN NAWA,ยานนาวา,3781,Bangkok,กรุงเทพมหานคร,92.0,98.0,92.0,100.0,100.0,98.0,72.0,98.0,17.0,71.0,100.0,78.0,100.0,93.0,100.0,94.0,baania,2023-08-31
80,3790,SOMDET CHAOPHRAYA,สมเด็จเจ้าพระยา,3786,KHLONG SAN,คลองสาน,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,95.0,100.0,96.0,baania,2023-08-31
20,3399,MAHASAWAT,มหาสวัสดิ์,3392,BANG KRUAI,บางกรวย,3372,Nonthaburi,นนทบุรี,65.0,89.0,65.0,95.0,96.0,86.0,1.0,98.0,1.0,40.0,97.0,100.0,93.0,100.0,100.0,98.0,baania,2023-08-31
340,3931,BANG CHAK,บางจาก,3928,PHASI CHAROEN,ภาษีเจริญ,3781,Bangkok,กรุงเทพมหานคร,86.0,94.0,86.0,97.0,100.0,94.0,98.0,90.0,11.0,77.0,97.0,67.0,99.0,81.0,80.0,85.0,baania,2023-08-31
22,3995,LAM TOITING,ลำต้อยติ่ง,3988,NONG CHOK,หนองจอก,3781,Bangkok,กรุงเทพมหานคร,90.0,70.0,90.0,100.0,100.0,94.0,1.0,1.0,1.0,1.0,40.0,25.0,100.0,40.0,60.0,47.0,baania,2023-08-31
29,3405,BANG RAK PHATTHANA,บางรักพัฒนา,3402,BANG BUA THONG,บางบัวทอง,3372,Nonthaburi,นนทบุรี,78.0,91.0,77.0,91.0,95.0,87.0,95.0,97.0,3.0,77.0,99.0,100.0,98.0,100.0,100.0,100.0,baania,2023-08-31
296,3799,RAM INTHRA,รามอินทรา,3797,KHAN NA YAO,คันนายาว,3781,Bangkok,กรุงเทพมหานคร,90.0,94.0,90.0,97.0,99.0,95.0,1.0,94.0,5.0,39.0,99.0,61.0,99.0,90.0,84.0,89.0,baania,2023-08-31
50,3643,BUENG THONG LANG,บึงทองหลาง,3638,LAM LUK KA,ลำลูกกา,3599,Pathum Thani,ปทุมธานี,29.0,24.0,43.0,97.0,100.0,71.0,0.0,1.0,0.0,0.0,100.0,100.0,94.0,66.0,51.0,78.0,baania,2023-08-31
13,3773,BANG KRATHUEK,บางกระทึก,3764,SAM PHRAN,สามพราน,3667,Nakhon Pathom,นครปฐม,52.0,16.0,28.0,82.0,93.0,65.0,0.0,97.0,0.0,39.0,98.0,94.0,94.0,100.0,100.0,98.0,baania,2023-08-31
205,3681,PHRONG MADUEA,โพรงมะเดื่อ,3668,MUEANG NAKHON PATHOM,เมืองนครปฐม,3667,Nakhon Pathom,นครปฐม,60.0,20.0,38.0,90.0,100.0,73.0,0.0,1.0,0.0,0.0,87.0,100.0,93.0,100.0,100.0,97.0,baania,2023-08-31
